age,money,gender,salary,product
43,0,0,1127000000,['10-01-20-024-0059-0000']
27,231400000,1,566000000,['01211310121']
37,361400000,1,903000000,"['10527001001272000', '01211210113']"
23,552500000,0,1100000000,[]
25,218400000,1,1028000000,"['10521001000846001', '200000301', '10511008000996000', '01030500600002']"
26,46800000,1,792000000,"['53', 'WR0001B', '01030500600002', 'TD11330031000']"
47,163800000,0,725000000,[]
35,113100000,1,750000000,"['10521001000846001', '10-047-1360-0002']"
32,8165300000,1,852000000,[]
45,837200000,0,938000000,[]
30,490100000,0,1332000000,"['010200100092', '01012000200000000003', '21001116', '220002701']"
29,352300000,1,411000000,"['10-003-1384-0001', '21001199', '10140110400011', '10-01-30-031-0018-0000', '1001303001003']"
38,7590700000,1,12000000,"['01020400490001', 'WR0001F', '01020400510001', '10527001001272000']"
23,639600000,1,796000000,['01030500510002']
27,128700000,1,1079000000,"['10141109800021', '220002501', '21001236']"
27,926900000,0,57000000,"['00266451', '10-01-30-355-0002']"
29,41600000,0,123000000,[]
30,705900000,1,1012000000,"['200-0135-12', '01020400490001', 'WR0001B', '21000111', '01020400490002']"
36,523900000,0,1155000000,"['10120114300011', '53', '10527001001272000', '200-0135-12']"
35,568100000,1,1137000000,"['10527001000925000', '01030500510002']"
36,2303600000,0,580000000,['10527001001272000']
59,114400000,1,909000000,"['WR0001F', '1001303001001', '01030500510002', '1001303001004']"
47,0,0,1443000000,[]
58,1108900000,0,1278000000,"['200000301', '01012000200000000003']"
37,312000000,1,441000000,"['010200100051', '01211310127', 'WR0001B', 'TD11300031000']"
46,1103700000,0,241000000,"['01020400490002', '21001236', '01211210110', '10-047-1387-0001']"
43,413400000,1,1233000000,"['10-003-1381-0001', '01211210113', '01211210121']"
27,913900000,0,1180000000,"['21001203', '10-003-1387-0001']"
38,79300000,0,346000000,"['TD11330030000', '200000303', '10-047-1360-0002', '01030500560002']"
53,135200000,1,1205000000,"['010200100092', '10527001001272000']"
47,2594800000,0,1047000000,"['10140114300011', '21001115', '10521001000846001', '10-047-1387-0001', '03100']"
56,1609400000,0,678000000,[]
41,1142700000,1,708000000,[]
29,552500000,0,1338000000,"['21001203', '010200100104', '4']"
50,540800000,1,413000000,"['10527001000925000', '10120114300011', '10141114300011', 'WR0001B']"
45,1097200000,0,881000000,[]
35,1118000000,1,353000000,"['10-01-20-388-0002', '52', '10-01-20-024-0059-0000']"
26,830700000,0,1391000000,"['10-003-1384-0001', '01020400380001', '01211310121', 'TD11300027000', '03100']"
26,923000000,1,1281000000,"['10-047-1360-0002', '01020400510001', '01211210113', '21001259', '01020400490002']"
37,1960400000,1,215000000,[]
30,289900000,0,224000000,[]
38,804700000,1,190000000,"['03202', '1001202000002', 'TD11300036000', '10-059-1264-0001']"
37,414700000,1,710000000,"['10511008001004000', '1001202000002', '10141116600001']"
53,624000000,1,988000000,"['4', '53', 'TD11300027000', '01030500510002']"
29,276900000,0,1075000000,['01030500600002']
35,88400000,1,1116000000,"['10527001001278000', 'TD11330031000', '01030500600002', 'TD11300031000', '10120116100011']"
28,3624400000,1,810000000,['10141114300011']
55,9829300000,0,1333000000,"['TD11330029000', '01020400380001']"
49,59800000,0,1304000000,"['WR0001L', '03010', '10-003-1381-0001']"
50,2073500000,0,934000000,"['10511008000996000', '10-047-1360-0002', '200000301', '00266451', '10-003-1387-0001']"
43,1359800000,0,993000000,"['01211210122', '01012000210000000000', '10141116600001', '10141109800021']"
58,1796600000,1,413000000,"['10120110400011', '1001303001001']"
38,282100000,0,267000000,"['03010', '10-003-1381-0001', '10-047-1365-0001', '200000301']"
48,237900000,0,881000000,"['200000301', '10-047-1365-0001', 'TD11330032000', '10-01-30-355-0005']"
59,1717300000,1,1170000000,['01211210122']
58,32500000,1,768000000,"['10-047-1365-0001', 'TD11330030000']"
36,6297200000,1,613000000,"['21001236', '10521001001177000', '010200100092', '53', '01211310121']"
42,6948500000,0,571000000,[]
41,1055600000,1,1228000000,"['01211210121', '10-01-30-031-0037-0000', '010200100092', '10-003-1225-0001']"
42,136500000,1,1497000000,"['10-003-1225-0001', '10120116100011']"
39,247000000,0,1125000000,['00266451']
57,812500000,1,1213000000,['10-003-1384-0001']
52,380900000,0,1305000000,[]
59,1342900000,1,1003000000,"['06492', '10-01-30-355-0002', '1001303001001']"
56,1573000000,0,482000000,['10141116600001']
49,83200000,1,1183000000,[]
35,213200000,1,44000000,"['01030500600002', '010200100051', '10511008001166004', '21001203', '21001259']"
36,2295800000,1,162000000,"['200-0135-12', '10511008001004000', 'WR0001B']"
40,1622400000,1,500000000,[]
55,0,1,637000000,"['01211210113', 'TD11300036000']"
58,1073800000,1,61000000,['06492']
39,3419000000,0,11000000,['03010']
47,4845100000,0,686000000,[]
40,527800000,1,1192000000,[]
35,3898700000,1,779000000,['01211210122']
48,1300000000,1,833000000,"['10120110400011', 'TD11330032000', '10141116600001']"
48,653900000,0,996000000,"['21001116', '00320342']"
24,263900000,0,1486000000,[]
49,469300000,1,891000000,"['TD11330029000', '220002101']"
36,356200000,0,545000000,"['00320342', '10527001001278000']"
52,4793100000,0,262000000,"['WR0001L', '220002501']"
42,419900000,1,1148000000,"['03100', '10140114700031', '01211210122']"
36,1275300000,0,596000000,"['01030500560002', 'TD11300031000', '10120114300011', '10-047-1365-0001']"
36,829400000,0,313000000,[]
48,4197700000,1,1129000000,['10-01-20-024-0046-0000']
51,2093000000,0,620000000,"['10-01-20-388-0002', '1001303001004']"
51,42900000,0,285000000,[]
46,696800000,0,1415000000,"['WR0001B', '21001236', '01211310121', '10141109800021', '01030500510002']"
37,0,0,1058000000,"['1001303001005', '01211310127', '010200100051', '01020400610001']"
36,3974100000,0,104000000,"['10511008001278000', '01012000210000000000', '220002101', '1001303001003']"
47,3759600000,0,1371000000,"['10141114700031', '21001199', '1001303001003', '10-059-1264-0001']"
40,0,1,322000000,"['WR0001B', '10141114700031', '10120110400011', '220002701']"
38,4310800000,0,30000000,"['TD11330029000', '01020400380001', '06492']"
40,137800000,1,970000000,"['10527001001272000', '03202', '10-003-1387-0001', '4', '220002501']"
39,2993900000,1,371000000,"['1001202000002', '00266451', 'WR0001F', '010300100335', '21001115']"
60,4291300000,0,350000000,['1001303001003']
39,553800000,1,581000000,"['TD11330030000', '4', '10141109800021', '01030500560002']"
51,11700000,0,314000000,"['10120116100011', '230-0119-85', '200000303', '01020400510001']"
27,126100000,0,222000000,[]
41,14310400000,1,550000000,"['10141114300011', '21001115']"
42,6409000000,0,486000000,[]
41,919100000,0,909000000,[]
33,5200000,0,978000000,"['220002101', '10-01-30-355-0005', '10141109800021', '21001236', '10527001001278000']"
46,163800000,0,218000000,['10-003-1387-0001']
31,872300000,1,1019000000,"['10-047-1365-0001', '10-003-1225-0001', '10140110400011', '1001202000002', '10140114700031']"
41,284700000,0,1378000000,['1001202000002']
41,4708600000,1,94000000,"['01211210122', '52']"
55,2054000000,1,181000000,"['1001303001005', '10511008001004000', 'TD11330031000', '05100', '010300100335']"
53,1714700000,1,1190000000,"['220002701', '21000111', '21001199', '010200100104']"
55,2797600000,0,1216000000,['21001115']
39,3695900000,1,1360000000,[]
40,0,1,840000000,"['10120116100011', '10120110400011', '03202', '1001303001003']"
59,1449500000,1,441000000,['01020400490001']
42,812500000,1,347000000,"['10-01-30-031-0018-0000', '01211310130', '01211210110', 'TD11330032000', '10140114700031']"
41,319800000,1,453000000,"['010200100051', '10-01-30-355-0005']"
27,79300000,0,554000000,"['10120114700011', '1001202000002', '10-01-30-355-0002', '53']"
25,248300000,1,864000000,"['010200100051', '01030500600002']"
43,674700000,0,989000000,['10511008001004000']
44,678600000,0,427000000,['10-003-1387-0001']
26,59800000,0,1145000000,[]
52,2949700000,1,836000000,['010200100104']
54,501800000,0,441000000,[]
56,0,1,985000000,"['10141114700031', '00320342']"
57,11833900000,0,1360000000,"['1001303001003', '10120114300011', '01020400510001', '10140114700031', '10511008001166004']"
29,1180400000,1,564000000,"['10527001001272000', '10521001001177000', '1001303001005']"
47,2202200000,1,1035000000,"['10141114300011', '03202', 'TD11300027000']"
57,119600000,1,1329000000,[]
40,244400000,1,915000000,"['01030500560002', '10141114300011', '10-01-20-388-0002', '10527001001278000', '01020400380001']"
46,0,0,768000000,['01030500600002']
43,962000000,1,553000000,"['10-01-30-355-0002', '52', '03202', '10120110400011']"
45,851500000,1,896000000,"['03202', '10-01-30-355-0002', '10-003-1384-0001', '10120110400011']"
24,1127100000,0,555000000,['10527001000925000']
40,1311700000,0,815000000,"['21001203', '10120116100011', '01211210121']"
38,8268000000,0,421000000,['WR0001L']
36,5388500000,0,502000000,"['10527001001272000', '01020400490002', 'WR0001L', '00320342', '21001259']"
27,35100000,0,725000000,['10511008000996000']
26,158600000,0,870000000,['10141114700031']
43,193700000,1,1292000000,"['10140114300011', '03010']"
25,67600000,1,808000000,"['10-003-1387-0001', '10141116600001', 'TD11330032000', '1001303001004', '10-047-1381-0001']"
27,435500000,0,847000000,"['10511008001166004', '01211310121']"
30,683800000,0,848000000,[]
28,9100000,1,678000000,"['53', '01211210113', '00266451', '01030500560002', '10-003-1384-0001']"
27,536900000,0,762000000,"['21001199', '10120114300011', '4', '200000301', 'WR0001F']"
32,313300000,0,1203000000,"['10-01-30-355-0002', '10-047-1381-0001', '10511008000996000', '01020400490001']"
41,97500000,1,940000000,"['TD11330032000', '10140114700031', '10-003-1384-0001', '1001202000002']"
37,0,0,250000000,"['01020400610001', '10-003-1384-0001', '220002701', '10141114300011', '01020400380001']"
27,205400000,1,965000000,[]
29,109200000,1,365000000,"['21001116', '220002501', '10521001000846001', '01012000210000000000', '01211210121']"
33,148200000,1,474000000,['1001303001003']
36,0,1,624000000,"['WR0001F', '01012000210000000000']"
28,165100000,0,1306000000,['10-01-30-031-0037-0000']
55,63700000,1,444000000,[]
51,280800000,0,217000000,"['TD11330030000', 'TD11330032000', '10-047-1387-0001', '010200100051', '1001303001004']"
39,657800000,0,448000000,[]
42,276900000,1,1141000000,"['220002501', '10527001000925000', '10527001001278000', '10120110400011']"
33,221000000,0,544000000,"['1001202000002', '01020400490001', '10120114700011', '05100', '21001115']"
36,1008800000,0,1477000000,"['10527001001272000', '10140110400011', '10140114300011', '10120116100011']"
45,1142700000,0,857000000,"['01020400530001', '10-003-1381-0001', '220002701']"
37,2122900000,1,138000000,"['10-047-1381-0001', '10120114700011']"
46,1203800000,1,166000000,"['10511008001278000', '10511008001166004', '01020400380001', '1001202000002']"
32,3326700000,1,876000000,['1001202000002']
28,1181700000,0,875000000,"['TD11330030000', 'TD11300036000', '10511008001278000']"
45,228800000,1,23000000,"['01013000110000000001', '10-003-1387-0001', 'TD11330029000', '010200100051', '10527001001278000']"
41,1410500000,1,1045000000,"['10511008001278000', '10511008001166004']"
59,1644500000,0,839000000,['10-059-1264-0001']
47,310700000,1,1266000000,"['10527001000925000', 'WR0001B', 'TD11300036000']"
31,943800000,0,629000000,"['21001116', '01020400490001', '1001303001005']"
31,384800000,1,161000000,"['01030500560002', '10527001001278000']"
33,815100000,1,1048000000,['06492']
52,608400000,0,873000000,[]
26,716300000,0,851000000,['00266451']
25,0,1,1390000000,"['WR0001L', '10-003-1384-0001', '10521001001177000', '10120114700011']"
25,131300000,1,1004000000,"['010200100092', '01012000200000000003', '01020400510001']"
28,672100000,0,457000000,"['01020400510001', '4', '01012000210000000000', '10527001001272000', '01211210110']"
33,48100000,0,1046000000,['01020400380001']
45,1110200000,0,607000000,"['TD11330029000', '01020400530001', '01211310127', '10-059-1264-0001', '05100']"
36,39000000,0,1283000000,['01020400610001']
26,105300000,1,1263000000,"['1001202000002', '10120114300011', '1001303001001', '10527001000925000']"
38,0,1,1447000000,"['01211310130', '1001202000002', '10-01-20-024-0059-0000', '010200100104']"
56,861900000,1,1107000000,['01211310127']
26,132600000,0,1321000000,['10120114300011']
26,481000000,0,804000000,['10141114700031']
25,245700000,0,895000000,"['10-047-1360-0002', '21001115', '1001202000002']"
26,144300000,0,1075000000,"['10-01-30-355-0002', '21000111', '10140114300011', '10-01-20-024-0046-0000']"
40,864500000,0,73000000,[]
37,278200000,0,100000000,"['010300100335', 'TD11300031000', '1001303001003', '010200100092', '01020400510001']"
43,0,0,1363000000,"['03202', '220002301', 'WR0001F']"
41,2057900000,0,1000000000,"['10140114300011', '01013000110000000001', '010200100092', '10-01-30-031-0037-0000']"
49,0,1,752000000,"['01211210110', 'TD11300035000']"
29,0,1,882000000,[]
39,893100000,1,804000000,"['01030500600002', '10-047-1387-0001']"
38,425100000,0,1368000000,[]
26,154700000,0,963000000,['21000111']
32,1032200000,1,1081000000,['010300100335']
33,248300000,1,1318000000,"['10511008000996000', '4']"
31,531700000,0,251000000,"['21001116', '10-047-1360-0002']"
49,3900000,1,292000000,"['1001303001004', '10-003-1387-0001', '10141114700031', '01012000210000000000', '10141109800021']"
27,11700000,1,810000000,"['10120110400011', '10-01-20-388-0002', '06492', '10-047-1387-0001']"
30,201500000,0,1404000000,"['10141109800021', '01030500600002', '10511008001278000']"
35,1729000000,0,730000000,"['10511008000996000', '21001115', '10-003-1384-0001']"
26,37700000,1,1367000000,"['010200100051', '01020400510001', '10120114300011', '10140114700031', '21001236']"
45,4072900000,0,419000000,[]
34,42900000,1,847000000,"['01012000200000000003', '1001303001003', '10-01-30-031-0037-0000', '01012000210000000000']"
28,221000000,1,71000000,"['01020400510001', '10-003-1381-0001', '220002101', '01012000200000000003', '01013000110000000001']"
25,1615900000,1,685000000,[]
30,2077400000,1,641000000,[]
30,6500000,1,574000000,"['TD11300031000', '21001259', 'TD11330032000', 'TD11300027000', '01020400610001']"
47,477100000,0,1012000000,['10120114700011']
57,855400000,1,17000000,['WR0001L']
38,2238600000,1,1359000000,"['21001199', '21001116']"
54,409500000,0,556000000,['00320342']
25,3227900000,0,683000000,['10521001000846001']
30,0,1,32000000,[]
26,58500000,1,535000000,"['00266451', '010200100104']"
